Date,Open,High,Low,Close,Volume,Adj Close,SPreturn,Lag1,Lag2,Lag3,Lag4,Lag5,Direction,SPrange,Year,Month,Day,Weekday
37365,1124.469971,1128.819946,1122.589966,1125.170044,1185000000,1125.170044,0.062258043,-0.142084868,-0.203838192,2.341838905,-0.761465777,0.663235998,Up,6.22998,2002,4,19,6
37368,1125.170044,1125.170044,1105.619995,1107.829956,1181800000,1107.829956,-1.541108217,0.062258043,-0.142084868,-0.203838192,2.341838905,-0.761465777,Down,19.550049,2002,4,22,2
37369,1107.829956,1111.170044,1098.939941,1100.959961,1388500000,1100.959961,-0.620130821,-1.541108217,0.062258043,-0.142084868,-0.203838192,2.341838905,Down,12.230103,2002,4,23,3
37370,1100.959961,1108.459961,1092.51001,1093.140015,1373200000,1093.140015,-0.710284323,-0.620130821,-1.541108217,0.062258043,-0.142084868,-0.203838192,Down,15.949951,2002,4,24,4
37371,1093.140015,1094.359985,1084.810059,1091.47998,1517400000,1091.47998,-0.151859321,-0.710284323,-0.620130821,-1.541108217,0.062258043,-0.142084868,Down,9.549926,2002,4,25,5
37372,1091.47998,1096.77002,1076.310059,1076.319946,1374200000,1076.319946,-1.388942929,-0.151859321,-0.710284323,-0.620130821,-1.541108217,0.062258043,Down,20.459961,2002,4,26,6
37375,1076.319946,1078.949951,1063.619995,1065.449951,1314700000,1065.449951,-1.009922286,-1.388942929,-0.151859321,-0.710284323,-0.620130821,-1.541108217,Down,15.329956,2002,4,29,2
37376,1065.449951,1082.619995,1063.459961,1076.920044,1628600000,1076.920044,1.076549207,-1.009922286,-1.388942929,-0.151859321,-0.710284323,-0.620130821,Up,19.160034,2002,4,30,3
37377,1076.920044,1088.319946,1065.290039,1086.459961,1451400000,1086.459961,0.885851931,1.076549207,-1.009922286,-1.388942929,-0.151859321,-0.710284323,Up,23.029907,2002,5,1,4
37378,1086.459961,1091.420044,1079.459961,1084.560059,1364000000,1084.560059,-0.174870871,0.885851931,1.076549207,-1.009922286,-1.388942929,-0.151859321,Down,11.960083,2002,5,2,5
37379,1084.560059,1084.560059,1068.890015,1073.430054,1284500000,1073.430054,-1.026223021,-0.174870871,0.885851931,1.076549207,-1.009922286,-1.388942929,Down,15.670044,2002,5,3,6
37382,1073.430054,1075.959961,1052.650024,1052.670044,1122600000,1052.670044,-1.933988146,-1.026223021,-0.174870871,0.885851931,1.076549207,-1.009922286,Down,23.309937,2002,5,6,2
37383,1052.670044,1058.670044,1048.959961,1049.48999,1354700000,1049.48999,-0.302094091,-1.933988146,-1.026223021,-0.174870871,0.885851931,1.076549207,Down,9.710083,2002,5,7,3
37384,1049.48999,1088.920044,1049.48999,1088.849976,1502000000,1088.849976,3.75039175,-0.302094091,-1.933988146,-1.026223021,-0.174870871,0.885851931,Up,39.430054,2002,5,8,4
37385,1088.849976,1088.849976,1072.22998,1073.01001,1153000000,1073.01001,-1.454742742,3.75039175,-0.302094091,-1.933988146,-1.026223021,-0.174870871,Down,16.619996,2002,5,9,5
37386,1073.01001,1075.430054,1053.930054,1054.98999,1171900000,1054.98999,-1.679389738,-1.454742742,3.75039175,-0.302094091,-1.933988146,-1.026223021,Down,21.5,2002,5,10,6
37389,1054.98999,1074.839966,1053.900024,1074.560059,1088600000,1074.560059,1.855000444,-1.679389738,-1.454742742,3.75039175,-0.302094091,-1.933988146,Up,20.939942,2002,5,13,2
37390,1074.560059,1097.709961,1074.560059,1097.280029,1414500000,1097.280029,2.114350874,1.855000444,-1.679389738,-1.454742742,3.75039175,-0.302094091,Up,23.149902,2002,5,14,3
37391,1097.280029,1104.22998,1088.939941,1091.069946,1420200000,1091.069946,-0.565952431,2.114350874,1.855000444,-1.679389738,-1.454742742,3.75039175,Down,15.290039,2002,5,15,4
37392,1091.069946,1099.290039,1089.170044,1098.22998,1256600000,1098.22998,0.656239687,-0.565952431,2.114350874,1.855000444,-1.679389738,-1.454742742,Up,10.119995,2002,5,16,5
37393,1098.22998,1106.589966,1096.77002,1106.589966,1274400000,1106.589966,0.761223619,0.656239687,-0.565952431,2.114350874,1.855000444,-1.679389738,Up,9.819946,2002,5,17,6
37396,1106.589966,1106.589966,1090.609985,1091.880005,989800000,1091.880005,-1.329305475,0.761223619,0.656239687,-0.565952431,2.114350874,1.855000444,Down,15.979981,2002,5,20,2
37397,1091.880005,1099.550049,1079.079956,1079.880005,1200500000,1079.880005,-1.099021866,-1.329305475,0.761223619,0.656239687,-0.565952431,2.114350874,Down,20.470093,2002,5,21,3
37398,1079.880005,1086.02002,1075.640015,1086.02002,1136300000,1086.02002,0.568583081,-1.099021866,-1.329305475,0.761223619,0.656239687,-0.565952431,Up,10.380005,2002,5,22,4
37399,1086.02002,1097.099976,1080.550049,1097.079956,1192900000,1097.079956,1.018391539,0.568583081,-1.099021866,-1.329305475,0.761223619,0.656239687,Up,16.549927,2002,5,23,5
37400,1097.079956,1097.079956,1082.189941,1083.819946,885400000,1083.819946,-1.208663956,1.018391539,0.568583081,-1.099021866,-1.329305475,0.761223619,Down,14.890015,2002,5,24,6
37404,1083.819946,1085.97998,1070.310059,1074.550049,996500000,1074.550049,-0.855298616,-1.208663956,1.018391539,0.568583081,-1.099021866,-1.329305475,Down,15.669921,2002,5,28,3
37405,1074.550049,1074.829956,1067.660034,1067.660034,1081800000,1067.660034,-0.641200008,-0.855298616,-1.208663956,1.018391539,0.568583081,-1.099021866,Down,7.169922,2002,5,29,4
37406,1067.660034,1069.5,1054.26001,1064.660034,1286600000,1064.660034,-0.280988321,-0.641200008,-0.855298616,-1.208663956,1.018391539,0.568583081,Down,15.23999,2002,5,30,5
37407,1064.660034,1079.930054,1064.660034,1067.140015,1277300000,1067.140015,0.232936423,-0.280988321,-0.641200008,-0.855298616,-1.208663956,1.018391539,Up,15.27002,2002,5,31,6
37410,1067.140015,1070.73999,1039.900024,1040.680054,1324300000,1040.680054,-2.479521021,0.232936423,-0.280988321,-0.641200008,-0.855298616,-1.208663956,Down,30.839966,2002,6,3,2
37411,1040.680054,1046.060059,1030.52002,1040.689941,1466600000,1040.689941,0.000950052,-2.479521021,0.232936423,-0.280988321,-0.641200008,-0.855298616,Up,15.540039,2002,6,4,3
37412,1040.689941,1050.109985,1038.839966,1049.900024,1300100000,1049.900024,0.884997792,0.000950052,-2.479521021,0.232936423,-0.280988321,-0.641200008,Up,11.270019,2002,6,5,4
37413,1049.900024,1049.900024,1026.910034,1029.150024,1601500000,1029.150024,-1.976378658,0.884997792,0.000950052,-2.479521021,0.232936423,-0.280988321,Down,22.98999,2002,6,6,5
37414,1029.150024,1033.02002,1012.48999,1027.530029,1341300000,1027.530029,-0.157410967,-1.976378658,0.884997792,0.000950052,-2.479521021,0.232936423,Down,20.53003,2002,6,7,6
37417,1027.530029,1038.180054,1025.449951,1030.73999,1226200000,1030.73999,0.312395834,-0.157410967,-1.976378658,0.884997792,0.000950052,-2.479521021,Up,12.730103,2002,6,10,2
37418,1030.73999,1039.040039,1012.940002,1013.599976,1212400000,1013.599976,-1.662884352,0.312395834,-0.157410967,-1.976378658,0.884997792,0.000950052,Down,26.100037,2002,6,11,3
37419,1013.26001,1021.849976,1002.580017,1020.26001,1795720000,1020.26001,0.6570673,-1.662884352,0.312395834,-0.157410967,-1.976378658,0.884997792,Up,19.269959,2002,6,12,4
37420,1020.26001,1023.469971,1008.119995,1009.559998,1405500000,1009.559998,-1.048753445,0.6570673,-1.662884352,0.312395834,-0.157410967,-1.976378658,Down,15.349976,2002,6,13,5
37421,1009.559998,1009.559998,981.630005,1007.27002,1549000000,1007.27002,-0.226829312,-1.048753445,0.6570673,-1.662884352,0.312395834,-0.157410967,Down,27.929993,2002,6,14,6
37424,1007.27002,1036.170044,1007.27002,1036.170044,1236600000,1036.170044,2.869143668,-0.226829312,-1.048753445,0.6570673,-1.662884352,0.312395834,Up,28.900024,2002,6,17,2
37425,1036.170044,1040.829956,1030.920044,1037.140015,1193100000,1037.140015,0.09361118,2.869143668,-0.226829312,-1.048753445,0.6570673,-1.662884352,Up,9.909912,2002,6,18,3
37426,1037.140015,1037.609985,1017.880005,1019.98999,1336100000,1019.98999,-1.653588209,0.09361118,2.869143668,-0.226829312,-1.048753445,0.6570673,Down,19.72998,2002,6,19,4
37427,1019.98999,1023.330017,1004.590027,1006.289978,1389700000,1006.289978,-1.343151613,-1.653588209,0.09361118,2.869143668,-0.226829312,-1.048753445,Down,18.73999,2002,6,20,5
37428,1006.289978,1006.289978,985.650024,989.140015,1497200000,989.140015,-1.704276439,-1.343151613,-1.653588209,0.09361118,2.869143668,-0.226829312,Down,20.639954,2002,6,21,6
37431,989.140015,1002.109985,970.849976,992.719971,1552600000,992.719971,0.361926112,-1.704276439,-1.343151613,-1.653588209,0.09361118,2.869143668,Up,31.260009,2002,6,24,2
37432,992.719971,1005.880005,974.210022,976.140015,1513700000,976.140015,-1.670154372,0.361926112,-1.704276439,-1.343151613,-1.653588209,0.09361118,Down,31.669983,2002,6,25,3
37433,976.140015,977.429993,952.919983,973.530029,2014290000,973.530029,-0.267378241,-1.670154372,0.361926112,-1.704276439,-1.343151613,-1.653588209,Down,24.51001,2002,6,26,4
37434,973.530029,990.669983,963.73999,990.640015,1908600000,990.640015,1.757520106,-0.267378241,-1.670154372,0.361926112,-1.704276439,-1.343151613,Up,26.929993,2002,6,27,5
37435,990.640015,1001.789978,988.309998,989.820007,2117000000,989.820007,-0.082775578,1.757520106,-0.267378241,-1.670154372,0.361926112,-1.704276439,Down,13.47998,2002,6,28,6
37438,989.820007,994.460022,967.429993,968.650024,1425500000,968.650024,-2.138770974,-0.082775578,1.757520106,-0.267378241,-1.670154372,0.361926112,Down,27.030029,2002,7,1,2
37439,968.650024,968.650024,945.539978,948.090027,1823000000,948.090027,-2.122541319,-2.138770974,-0.082775578,1.757520106,-0.267378241,-1.670154372,Down,23.110046,2002,7,2,3
37440,948.090027,954.299988,934.869995,953.98999,1527800000,953.98999,0.622299869,-2.122541319,-2.138770974,-0.082775578,1.757520106,-0.267378241,Up,19.429993,2002,7,3,4
37442,953.98999,989.070007,953.98999,989.030029,699400000,989.030029,3.672998602,0.622299869,-2.122541319,-2.138770974,-0.082775578,1.757520106,Up,35.080017,2002,7,5,6
37445,989.030029,993.559998,972.909973,976.97998,1184400000,976.97998,-1.218370388,3.672998602,0.622299869,-2.122541319,-2.138770974,-0.082775578,Down,20.650025,2002,7,8,2
37446,976.97998,979.630005,951.710022,952.830017,1348900000,952.830017,-2.471899475,-1.218370388,3.672998602,0.622299869,-2.122541319,-2.138770974,Down,27.919983,2002,7,9,3
37447,952.830017,956.340027,920.289978,920.469971,1816900000,920.469971,-3.396203459,-2.471899475,-1.218370388,3.672998602,0.622299869,-2.122541319,Down,36.050049,2002,7,10,4
37448,920.469971,929.159973,900.940002,927.369995,2080480000,927.369995,0.749619674,-3.396203459,-2.471899475,-1.218370388,3.672998602,0.622299869,Up,28.219971,2002,7,11,5
37449,927.369995,934.309998,913.710022,921.390015,1607400000,921.390015,-0.644832163,0.749619674,-3.396203459,-2.471899475,-1.218370388,3.672998602,Down,20.599976,2002,7,12,6
37452,921.390015,921.390015,876.460022,917.929993,2574800000,917.929993,-0.375521977,-0.644832163,0.749619674,-3.396203459,-2.471899475,-1.218370388,Down,44.929993,2002,7,15,2
37453,917.929993,918.650024,897.130005,900.940002,1843700000,900.940002,-1.850902697,-0.375521977,-0.644832163,0.749619674,-3.396203459,-2.471899475,Down,21.520019,2002,7,16,3
37454,901.049988,926.52002,895.030029,906.039978,2566500000,906.039978,0.566072767,-1.850902697,-0.375521977,-0.644832163,0.749619674,-3.396203459,Up,31.489991,2002,7,17,4
37455,905.450012,907.799988,880.599976,881.559998,1736300000,881.559998,-2.701865325,0.566072767,-1.850902697,-0.375521977,-0.644832163,0.749619674,Down,27.200012,2002,7,18,5
37456,881.559998,881.559998,842.070007,847.75,2654100000,847.75,-3.83524639,-2.701865325,0.566072767,-1.850902697,-0.375521977,-0.644832163,Down,39.489991,2002,7,19,6
37459,847.76001,854.130005,813.26001,819.849976,2248060000,819.849976,-3.291067414,-3.83524639,-2.701865325,0.566072767,-1.850902697,-0.375521977,Down,40.869995,2002,7,22,2
37460,819.849976,827.690002,796.130005,797.700012,2441020000,797.700012,-2.701709416,-3.291067414,-3.83524639,-2.701865325,0.566072767,-1.850902697,Down,31.559997,2002,7,23,3
37461,797.710022,844.320007,775.679993,843.429993,2775560000,843.429993,5.732729135,-2.701709416,-3.291067414,-3.83524639,-2.701865325,0.566072767,Up,68.640014,2002,7,24,4
37462,843.419983,853.830017,816.109985,838.679993,2424700000,838.679993,-0.563176558,5.732729135,-2.701709416,-3.291067414,-3.83524639,-2.701865325,Down,37.720032,2002,7,25,5
37463,838.679993,852.849976,835.919983,852.840027,1796100000,852.840027,1.688371503,-0.563176558,5.732729135,-2.701709416,-3.291067414,-3.83524639,Up,16.929993,2002,7,26,6
37466,852.840027,898.960022,852.840027,898.960022,1778650000,898.960022,5.407813135,1.688371503,-0.563176558,5.732729135,-2.701709416,-3.291067414,Up,46.119995,2002,7,29,2
37467,898.960022,909.809998,884.700012,902.780029,1826090000,902.780029,0.424936249,5.407813135,1.688371503,-0.563176558,5.732729135,-2.701709416,Up,25.109986,2002,7,30,3
37468,902.780029,911.640015,889.880005,911.619995,2049360000,911.619995,0.979193792,0.424936249,5.407813135,1.688371503,-0.563176558,5.732729135,Up,21.76001,2002,7,31,4
37469,911.619995,911.619995,882.47998,884.659973,1672200000,884.659973,-2.957375019,0.979193792,0.424936249,5.407813135,1.688371503,-0.563176558,Down,29.140015,2002,8,1,5
37470,884.400024,884.719971,853.950012,864.23999,1538100000,864.23999,-2.30822956,-2.957375019,0.979193792,0.424936249,5.407813135,1.688371503,Down,30.769959,2002,8,2,6
37473,864.23999,864.23999,833.440002,834.599976,1425500000,834.599976,-3.429604548,-2.30822956,-2.957375019,0.979193792,0.424936249,5.407813135,Down,30.799988,2002,8,5,2
37474,834.599976,874.440002,834.599976,859.570007,1514100000,859.570007,2.991856185,-3.429604548,-2.30822956,-2.957375019,0.979193792,0.424936249,Up,39.840026,2002,8,6,3
37475,859.570007,878.73999,854.150024,876.77002,1490400000,876.77002,2.001001996,2.991856185,-3.429604548,-2.30822956,-2.957375019,0.979193792,Up,24.589966,2002,8,7,4
37476,876.77002,905.840027,875.169983,905.460022,1646700000,905.460022,3.272238027,2.001001996,2.991856185,-3.429604548,-2.30822956,-2.957375019,Up,30.670044,2002,8,8,5
37477,898.72998,913.950012,890.77002,908.640015,1294900000,908.640015,0.351201922,3.272238027,2.001001996,2.991856185,-3.429604548,-2.30822956,Up,23.179992,2002,8,9,6
37480,908.640015,908.640015,892.380005,903.799988,1036500000,903.799988,-0.532667164,0.351201922,3.272238027,2.001001996,2.991856185,-3.429604548,Down,16.26001,2002,8,12,2
37481,903.799988,911.710022,883.619995,884.210022,1297700000,884.210022,-2.167511204,-0.532667164,0.351201922,3.272238027,2.001001996,2.991856185,Down,28.090027,2002,8,13,3
37482,884.210022,920.210022,876.200012,919.619995,1533800000,919.619995,4.004701611,-2.167511204,-0.532667164,0.351201922,3.272238027,2.001001996,Up,44.01001,2002,8,14,4
37483,919.619995,933.289978,918.169983,930.25,1505100000,930.25,1.155912775,4.004701611,-2.167511204,-0.532667164,0.351201922,3.272238027,Up,15.119995,2002,8,15,5
37484,930.25,935.380005,916.210022,928.77002,1265300000,928.77002,-0.159094867,1.155912775,4.004701611,-2.167511204,-0.532667164,0.351201922,Down,19.169983,2002,8,16,6
37487,928.77002,951.169983,927.210022,950.700012,1299800000,950.700012,2.361186465,-0.159094867,1.155912775,4.004701611,-2.167511204,-0.532667164,Up,23.959961,2002,8,19,2
37488,950.700012,950.700012,931.859985,937.429993,1308500000,937.429993,-1.395815592,2.361186465,-0.159094867,1.155912775,4.004701611,-2.167511204,Down,18.840027,2002,8,20,3
37489,937.429993,951.590027,931.320007,949.359985,1353100000,949.359985,1.272627512,-1.395815592,2.361186465,-0.159094867,1.155912775,4.004701611,Up,20.27002,2002,8,21,4
37490,949.359985,965,946.429993,962.700012,1373000000,962.700012,1.405160025,1.272627512,-1.395815592,2.361186465,-0.159094867,1.155912775,Up,18.570007,2002,8,22,5
37491,962.700012,962.700012,937.169983,940.859985,1071500000,940.859985,-2.268622284,1.405160025,1.272627512,-1.395815592,2.361186465,-0.159094867,Down,25.530029,2002,8,23,6
37494,940.859985,950.799988,930.419983,947.950012,1016900000,947.950012,0.753568768,-2.268622284,1.405160025,1.272627512,-1.395815592,2.361186465,Up,20.380005,2002,8,26,2
37495,947.950012,955.820007,930.359985,934.820007,1307700000,934.820007,-1.38509466,0.753568768,-2.268622284,1.405160025,1.272627512,-1.395815592,Down,25.460022,2002,8,27,3
37496,934.820007,934.820007,913.210022,917.869995,1146600000,917.869995,-1.813184557,-1.38509466,0.753568768,-2.268622284,1.405160025,1.272627512,Down,21.609985,2002,8,28,4
37497,917.869995,924.590027,903.330017,917.799988,1271100000,917.799988,-0.007627115,-1.813184557,-1.38509466,0.753568768,-2.268622284,1.405160025,Down,21.26001,2002,8,29,5
37498,917.799988,928.150024,910.169983,916.070007,929900000,916.070007,-0.188492158,-0.007627115,-1.813184557,-1.38509466,0.753568768,-2.268622284,Down,17.980041,2002,8,30,6
37502,916.070007,916.070007,877.51001,878.02002,1289800000,878.02002,-4.153611264,-0.188492158,-0.007627115,-1.813184557,-1.38509466,0.753568768,Down,38.559997,2002,9,3,3
37503,878.02002,896.099976,875.72998,893.400024,1372100000,893.400024,1.751668943,-4.153611264,-0.188492158,-0.007627115,-1.813184557,-1.38509466,Up,20.369996,2002,9,4,4
37504,893.400024,893.400024,870.5,879.150024,1401300000,879.150024,-1.595030179,1.751668943,-4.153611264,-0.188492158,-0.007627115,-1.813184557,Down,22.900024,2002,9,5,5
37505,879.150024,899.070007,879.150024,893.919983,1184500000,893.919983,1.680027139,-1.595030179,1.751668943,-4.153611264,-0.188492158,-0.007627115,Up,19.919983,2002,9,6,6
37508,893.919983,907.340027,882.919983,902.960022,1130600000,902.960022,1.011280559,1.680027139,-1.595030179,1.751668943,-4.153611264,-0.188492158,Up,24.420044,2002,9,9,2
37509,902.960022,909.890015,900.5,909.580017,1186400000,909.580017,0.733143754,1.011280559,1.680027139,-1.595030179,1.751668943,-4.153611264,Up,9.390015,2002,9,10,3
37510,910.630005,924.02002,908.469971,909.450012,846600000,909.450012,-0.01429286,0.733143754,1.011280559,1.680027139,-1.595030179,1.751668943,Down,15.550049,2002,9,11,4
37511,909.450012,909.450012,884.840027,886.909973,1191600000,886.909973,-2.478425279,-0.01429286,0.733143754,1.011280559,1.680027139,-1.595030179,Down,24.609985,2002,9,12,5
37512,886.909973,892.75,877.049988,889.809998,1271000000,889.809998,0.326980763,-2.478425279,-0.01429286,0.733143754,1.011280559,1.680027139,Up,15.700012,2002,9,13,6
37515,889.809998,891.840027,878.909973,891.099976,1001400000,891.099976,0.144972298,0.326980763,-2.478425279,-0.01429286,0.733143754,1.011280559,Up,12.930054,2002,9,16,2
37516,891.099976,902.679993,872.380005,873.52002,1448600000,873.52002,-1.97283767,0.144972298,0.326980763,-2.478425279,-0.01429286,0.733143754,Down,30.299988,2002,9,17,3
37517,873.52002,878.450012,857.390015,869.460022,1501000000,869.460022,-0.464785913,-1.97283767,0.144972298,0.326980763,-2.478425279,-0.01429286,Down,21.059997,2002,9,18,4
37518,869.460022,869.460022,843.090027,843.320007,1524000000,843.320007,-3.006465431,-0.464785913,-1.97283767,0.144972298,0.326980763,-2.478425279,Down,26.369995,2002,9,19,5
37519,843.320007,849.320007,839.090027,845.390015,1792800000,845.390015,0.245459373,-3.006465431,-0.464785913,-1.97283767,0.144972298,0.326980763,Up,10.22998,2002,9,20,6
37522,845.390015,845.390015,825.76001,833.700012,1381100000,833.700012,-1.38279407,0.245459373,-3.006465431,-0.464785913,-1.97283767,0.144972298,Down,19.630005,2002,9,23,2
37523,833.700012,833.700012,817.380005,819.289978,1670240000,819.289978,-1.72844354,-1.38279407,0.245459373,-3.006465431,-0.464785913,-1.97283767,Down,16.320007,2002,9,24,3
37524,819.27002,844.219971,818.460022,839.659973,1651500000,839.659973,2.486298569,-1.72844354,-1.38279407,0.245459373,-3.006465431,-0.464785913,Up,25.759949,2002,9,25,4
37525,839.659973,856.599976,839.659973,854.950012,1650000000,854.950012,1.82097986,2.486298569,-1.72844354,-1.38279407,0.245459373,-3.006465431,Up,16.940003,2002,9,26,5
37526,854.950012,854.950012,826.840027,827.369995,1507300000,827.369995,-3.225921588,1.82097986,2.486298569,-1.72844354,-1.38279407,0.245459373,Down,28.109985,2002,9,27,6
37529,827.369995,827.369995,800.200012,815.280029,1721870000,815.280029,-1.461252653,-3.225921588,1.82097986,2.486298569,-1.72844354,-1.38279407,Down,27.169983,2002,9,30,2
37530,815.280029,847.929993,812.820007,847.909973,1780900000,847.909973,4.002298945,-1.461252653,-3.225921588,1.82097986,2.486298569,-1.72844354,Up,35.109986,2002,10,1,3
37531,843.77002,851.929993,826.5,827.909973,1668900000,827.909973,-2.358740979,4.002298945,-1.461252653,-3.225921588,1.82097986,2.486298569,Down,25.429993,2002,10,2,4
37532,827.909973,840.02002,817.25,818.950012,1674500000,818.950012,-1.082238564,-2.358740979,4.002298945,-1.461252653,-3.225921588,1.82097986,Down,22.77002,2002,10,3,5
37533,818.950012,825.900024,794.099976,800.580017,1835930000,800.580017,-2.243115542,-1.082238564,-2.358740979,4.002298945,-1.461252653,-3.225921588,Down,31.800048,2002,10,4,6
37536,800.580017,808.210022,782.960022,785.280029,1576500000,785.280029,-1.911112903,-2.243115542,-1.082238564,-2.358740979,4.002298945,-1.461252653,Down,25.25,2002,10,7,2
37537,785.280029,808.859985,779.5,798.549988,1938430000,798.549988,1.68983783,-1.911112903,-2.243115542,-1.082238564,-2.358740979,4.002298945,Up,29.359985,2002,10,8,3
37538,798.549988,798.549988,775.799988,776.76001,1885030000,776.76001,-2.728693047,1.68983783,-1.911112903,-2.243115542,-1.082238564,-2.358740979,Down,22.75,2002,10,9,4
37539,776.76001,806.51001,768.630005,803.919983,2090230000,803.919983,3.496571998,-2.728693047,1.68983783,-1.911112903,-2.243115542,-1.082238564,Up,37.880005,2002,10,10,5
37540,803.919983,843.27002,803.919983,835.320007,1854130000,835.320007,3.905864348,3.496571998,-2.728693047,1.68983783,-1.911112903,-2.243115542,Up,39.350037,2002,10,11,6
37543,835.320007,844.390015,828.369995,841.440002,1200300000,841.440002,0.73265275,3.905864348,3.496571998,-2.728693047,1.68983783,-1.911112903,Up,16.02002,2002,10,14,2
37544,841.440002,881.27002,841.440002,881.27002,1956000000,881.27002,4.733554134,0.73265275,3.905864348,3.496571998,-2.728693047,1.68983783,Up,39.830018,2002,10,15,3
37545,881.27002,881.27002,856.280029,860.02002,1585000000,860.02002,-2.411292739,4.733554134,0.73265275,3.905864348,3.496571998,-2.728693047,Down,24.989991,2002,10,16,4
37546,860.02002,885.349976,860.02002,879.200012,1780390000,879.200012,2.230179711,-2.411292739,4.733554134,0.73265275,3.905864348,3.496571998,Up,25.329956,2002,10,17,5
37547,879.200012,886.679993,866.580017,884.390015,1423100000,884.390015,0.590309705,2.230179711,-2.411292739,4.733554134,0.73265275,3.905864348,Up,20.099976,2002,10,18,6
37550,884.390015,900.690002,873.059998,899.719971,1447000000,899.719971,1.733393157,0.590309705,2.230179711,-2.411292739,4.733554134,0.73265275,Up,27.630004,2002,10,21,2
37551,899.719971,899.719971,882.400024,890.159973,1549200000,890.159973,-1.062552606,1.733393157,0.590309705,2.230179711,-2.411292739,4.733554134,Down,17.319947,2002,10,22,3
37552,890.159973,896.140015,873.820007,896.140015,1593900000,896.140015,0.67179408,-1.062552606,1.733393157,0.590309705,2.230179711,-2.411292739,Up,22.320008,2002,10,23,4
37553,896.140015,902.940002,879,882.5,1700570000,882.5,-1.522085251,0.67179408,-1.062552606,1.733393157,0.590309705,2.230179711,Down,23.940002,2002,10,24,5
37554,882.5,897.710022,877.030029,897.650024,1340400000,897.650024,1.716716601,-1.522085251,0.67179408,-1.062552606,1.733393157,0.590309705,Up,20.679993,2002,10,25,6
37557,897.650024,907.440002,886.150024,890.22998,1382600000,890.22998,-0.826607676,1.716716601,-1.522085251,0.67179408,-1.062552606,1.733393157,Down,21.289978,2002,10,28,2
37558,890.22998,890.640015,867.909973,882.150024,1529700000,882.150024,-0.90762569,-0.826607676,1.716716601,-1.522085251,0.67179408,-1.062552606,Down,22.730042,2002,10,29,3
37559,882.150024,895.280029,879.190002,890.710022,1422300000,890.710022,0.970356262,-0.90762569,-0.826607676,1.716716601,-1.522085251,0.67179408,Up,16.090027,2002,10,30,4
37560,890.710022,898.830017,879.75,885.76001,1641300000,885.76001,-0.555737768,0.970356262,-0.90762569,-0.826607676,1.716716601,-1.522085251,Down,19.080017,2002,10,31,5
37561,885.76001,903.419983,877.710022,900.960022,1450400000,900.960022,1.716041798,-0.555737768,0.970356262,-0.90762569,-0.826607676,1.716716601,Up,25.709961,2002,11,1,6
37564,900.960022,924.580017,900.960022,908.349976,1645900000,908.349976,0.820231067,1.716041798,-0.555737768,0.970356262,-0.90762569,-0.826607676,Up,23.619995,2002,11,4,2
37565,908.349976,915.830017,904.909973,915.390015,1354100000,915.390015,0.775035965,0.820231067,1.716041798,-0.555737768,0.970356262,-0.90762569,Up,10.920044,2002,11,5,3
37566,915.390015,925.659973,905,923.76001,1674000000,923.76001,0.914363808,0.775035965,0.820231067,1.716041798,-0.555737768,0.970356262,Up,20.659973,2002,11,6,4
37567,923.76001,923.76001,898.679993,902.650024,1466900000,902.650024,-2.285224059,0.914363808,0.775035965,0.820231067,1.716041798,-0.555737768,Down,25.080017,2002,11,7,5
37568,902.650024,910.109985,891.619995,894.73999,1446500000,894.73999,-0.87631239,-2.285224059,0.914363808,0.775035965,0.820231067,1.716041798,Down,18.48999,2002,11,8,6
37571,894.73999,894.73999,874.630005,876.190002,1113000000,876.190002,-2.073226659,-0.87631239,-2.285224059,0.914363808,0.775035965,0.820231067,Down,20.109985,2002,11,11,2
37572,876.190002,894.299988,876.190002,882.950012,1377100000,882.950012,0.771523298,-2.073226659,-0.87631239,-2.285224059,0.914363808,0.775035965,Up,18.109986,2002,11,12,3
37573,882.950012,892.51001,872.049988,882.530029,1463400000,882.530029,-0.047565886,0.771523298,-2.073226659,-0.87631239,-2.285224059,0.914363808,Down,20.460022,2002,11,13,4
37574,882.530029,904.27002,882.530029,904.27002,1519000000,904.27002,2.463371249,-0.047565886,0.771523298,-2.073226659,-0.87631239,-2.285224059,Up,21.739991,2002,11,14,5
37575,904.27002,910.210022,895.349976,909.830017,1400100000,909.830017,0.61486026,2.463371249,-0.047565886,0.771523298,-2.073226659,-0.87631239,Up,14.860046,2002,11,15,6
37578,909.830017,915.909973,899.47998,900.359985,1282600000,900.359985,-1.040857284,0.61486026,2.463371249,-0.047565886,0.771523298,-2.073226659,Down,16.429993,2002,11,18,2
37579,900.359985,905.450012,893.090027,896.73999,1337400000,896.73999,-0.402060849,-1.040857284,0.61486026,2.463371249,-0.047565886,0.771523298,Down,12.359985,2002,11,19,3
37580,896.73999,915.01001,894.929993,914.150024,1517300000,914.150024,1.941480718,-0.402060849,-1.040857284,0.61486026,2.463371249,-0.047565886,Up,20.080017,2002,11,20,4
37581,914.150024,935.130005,914.150024,933.76001,2415100000,933.76001,2.145160585,1.941480718,-0.402060849,-1.040857284,0.61486026,2.463371249,Up,20.979981,2002,11,21,5
37582,933.76001,937.280029,928.409973,930.549988,1626800000,930.549988,-0.343773771,2.145160585,1.941480718,-0.402060849,-1.040857284,0.61486026,Down,8.870056,2002,11,22,6
